,id,content,content_clean,sentiment,subjectivity,polarity,analysis
1858,UgxBu0W-2I9w3VlVyAN4AaABAg,"yeah yeah, really nice, but in  2035 you have to leave this beautiful car in the garage...",yeah yeah really nice but in  2035 you have to leave this beautiful car in the garage,3,1.0,0.725,Positive
1859,UgxBu0W-2I9w3VlVyAN4AaABAg.9cMu7uq_LYI9cNNbetI54v,"Thanks for your feedback, send a message to get your prize 📩",Thanks for your feedback send a message to get your prize 📩,5,0.2,0.2,Positive
1860,Ugx_NR-uAVxcCziMWZN4AaABAg,thats so cool,thats so cool,3,0.65,0.35,Positive
1861,UgxqO_jFm1cOCHla2ON4AaABAg,Mega Mega Mega 👍👍👍👍👍👍👍👍👍👍👍👍👍👍,Mega Mega Mega 👍👍👍👍👍👍👍👍👍👍👍👍👍👍,5,0.0,0.0,Neutral
1862,UgyEic7frYupBq7MimB4AaABAg,Just wow,Just wow,5,1.0,0.1,Positive
1863,Ugx_uLfk9pc8cJjuU3V4AaABAg,"Bugatti EB-110, meet your son... on steroids.",Bugatti EB110 meet your son on steroids,5,0.0,0.0,Neutral
1864,UgwlvbHR2i6pj5ZrmeJ4AaABAg,That's a big ass Lambo,Thats a big ass Lambo,3,0.1,0.0,Neutral
1865,UgzDi9XSANkgrhc63UV4AaABAg,If the steering wheel isnt on the right im not buying one,If the steering wheel isnt on the right im not buying one,1,0.5357142857142857,0.2857142857142857,Positive
1866,Ugw5QeyRVrbBC5WzP014AaABAg,I've paid my one contacless payment  and still waiting for my car being delivered in pink colour . Anyone can assist with my query ?,Ive paid my one contacless payment  and still waiting for my car being delivered in pink colour  Anyone can assist with my query ,1,0.3,-0.1,Negative
1867,Ugw5QeyRVrbBC5WzP014AaABAg.9cMskarIEDK9cNNk4FRHx1,"Thanks for your feedback, send a message to get your prize 📩",Thanks for your feedback send a message to get your prize 📩,5,0.2,0.2,Positive
1868,UgzWBfBDsy43Uy9lBJh4AaABAg,imagine owning a car that gets the worst gas millage of any car in the world and knowing that the car is just going to be inevitably destroyed,imagine owning a car that gets the worst gas millage of any car in the world and knowing that the car is just going to be inevitably destroyed,1,1.0,-0.5,Negative
1869,Ugxvqfqh0heSSGZR3qV4AaABAg,It should be released in black colour,It should be released in black colour,3,0.43333333333333335,-0.16666666666666666,Negative
1870,UgzooOQx_GUv1Rd0OfF4AaABAg,watching this on my accord... me sad now :c,watching this on my accord me sad now c,3,1.0,-0.5,Negative
1871,UgxPJjFA5_1XecOzYId4AaABAg,Bugatti I would have given you my addy pull up,Bugatti I would have given you my addy pull up,3,0.0,0.0,Neutral
1872,Ugx2ZwjFngug7h3oDSh4AaABAg,Top G should get one,Top G should get one,5,0.5,0.5,Positive
1873,UgxkXGQVtD78LWXCgnd4AaABAg,"Nice, nice, BUT please, the wheels on the left side spinning backwards - it is way under Bugatti's level",Nice nice BUT please the wheels on the left side spinning backwards  it is way under Bugattis level,3,0.6666666666666666,0.39999999999999997,Positive
1874,UgxkXGQVtD78LWXCgnd4AaABAg.9cMw8BC1eVt9cNNQslWW6g,"Thanks for your feedback, send a message to get your prize 📩",Thanks for your feedback send a message to get your prize 📩,5,0.2,0.2,Positive
1875,UgzMmWNE1FdvFBzKIQB4AaABAg,Placing different body kits on the same car. Rinse and repeat 🔁,Placing different body kits on the same car Rinse and repeat 🔁,5,0.3625,0.0,Neutral
1876,Ugw_6qWZqCv22QWEOoN4AaABAg,Verygood nice Is this car beatifuul Bugatti Veyron greetings from Mexico very nice video,Verygood nice Is this car beatifuul Bugatti Veyron greetings from Mexico very nice video,5,1.0,0.69,Positive
1877,Ugxd2XWiJQUkdnAligx4AaABAg,"Same interior, same engine. Bugatti growing up like an Iphone.",Same interior same engine Bugatti growing up like an Iphone,1,0.125,0.0,Neutral
1878,Ugxd2XWiJQUkdnAligx4AaABAg.9cMrMlneWSF9cNNrcS2PVy,"Thanks for your feedback, send a message to get your prize 📩",Thanks for your feedback send a message to get your prize 📩,5,0.2,0.2,Positive
1879,UgzwCRjb3PLX0I7Szdp4AaABAg,Forza Horizon 6 looks more realistic now,Forza Horizon 6 looks more realistic now,5,0.41666666666666663,0.3333333333333333,Positive
1880,UgzNYMJAgxbsXUX99p54AaABAg,"DEBEN DARLE UNO AL ALFA EL JEFE, LA BESTIA, EL ANIMAL, EL CRIMINAL, THE BEST! SOLO POR LA PROMO QUE LE VA A DAR XD",DEBEN DARLE UNO AL ALFA EL JEFE LA BESTIA EL ANIMAL EL CRIMINAL THE BEST SOLO POR LA PROMO QUE LE VA A DAR XD,1,0.42500000000000004,0.3,Positive
1881,UgwOiI4Dl0Fl77-EAbt4AaABAg,Wawo!,Wawo,3,0.0,0.0,Neutral
1882,UgzI_Y3lF4FlyGxQ8Pt4AaABAg,Imagine being the dude in the back that couldn't find his black shirt.,Imagine being the dude in the back that couldnt find his black shirt,1,0.21666666666666667,-0.08333333333333333,Negative
1883,Ugxy5JKudQprAIi2mGx4AaABAg,And after 5k if will break down and will cost 50k to repair it,And after 5k if will break down and will cost 50k to repair it,1,0.2888888888888889,-0.15555555555555559,Negative
1884,UgwtUKBaKxlURmiVUuB4AaABAg,Make sure you bring mines this Thursday,Make sure you bring mines this Thursday,5,0.8888888888888888,0.5,Positive
1885,UgwT1dAibU6Sgzo-PIB4AaABAg,"Whatever, it better look nice for the ridiculous price tag.",Whatever it better look nice for the ridiculous price tag,3,0.8333333333333334,0.2555555555555556,Positive
1886,Ugy-0yeEjJ6FLZcrTvR4AaABAg,"Before watching this video, I thought there will lots of ball scking and as$ licking in the comment section i.e. what an amazing car or how beautiful is it. Just so you know, you will never have this car, all of you who like this video and comment on it. Lol 😆 🤣",Before watching this video I thought there will lots of ball scking and as licking in the comment section ie what an amazing car or how beautiful is it Just so you know you will never have this car all of you who like this video and comment on it Lol 😆 🤣,1,0.8666666666666666,0.75,Positive
1887,UgyxVHFUt_hGFZZJ0Qx4AaABAg,Anyone else not impressed by the blue?,Anyone else not impressed by the blue,1,0.55,-0.25,Negative
1888,UgwqJXY-ZUTU0wFb3mt4AaABAg,"The uglier the car the more expensive
what a world we livin eh","The uglier the car the more expensive
what a world we livin eh",3,0.6,0.0,Neutral
1889,UgxvAmj8MQarl4zeWF14AaABAg,They make these multi million dollar cars. Yet a 4 door Tesla model S plaid can beat it in the 1/4 mile. Wait until the roadster comes out it will destroy this thing for 200k,They make these multi million dollar cars Yet a 4 door Tesla model S plaid can beat it in the 14 mile Wait until the roadster comes out it will destroy this thing for 200k,1,0.0,-0.2,Negative
1890,UgwBCa0R_tS9F6ZWzdZ4AaABAg,Andrew Tate punching the air right now,Andrew Tate punching the air right now,1,0.5357142857142857,0.2857142857142857,Positive
1891,UgxHiNEFM9ArVm8zCmt4AaABAg,So cool,So cool,5,0.65,0.35,Positive
1892,UgzaFQZkoSlZCpshMl14AaABAg,Nice bodykit 😅,Nice bodykit 😅,5,1.0,0.6,Positive
1893,UgxEwRW8euSWwLMUdpJ4AaABAg,cool now for shits and giggles deliver one to me for free,cool now for shits and giggles deliver one to me for free,5,0.7250000000000001,0.375,Positive
1894,Ugz2GuDIViwIOTQ9P_V4AaABAg,It's a Chiron c'mon,Its a Chiron cmon,3,0.0,0.0,Neutral
1895,UgyhqaSo4bmZ-FBgTCF4AaABAg,For sure Tate is getting this,For sure Tate is getting this,4,0.8888888888888888,0.5,Positive
1896,UgzvSeFNV4hR8Sx-2uF4AaABAg,Can't believe the guy in the white shirt didn't get the memo,Cant believe the guy in the white shirt didnt get the memo,1,0.0,0.0,Neutral
1897,UgxeKJhI2jP6Jjknc994AaABAg,Pour faire bien y aurai fallu un v12,Pour faire bien y aurai fallu un v12,3,0.0,0.0,Neutral
1898,UgwX8Wn4IxyWksztK5d4AaABAg,"thanks for letting me buy this car.
it drives like shit though, wil not buy again","thanks for letting me buy this car
it drives like shit though wil not buy again",1,0.5,0.0,Neutral
1899,UgxkqUofkUJ9q854gnR4AaABAg,I'm not impressed with the design... Chiron looks way better,Im not impressed with the design Chiron looks way better,2,0.75,0.0,Neutral
1900,UgxFdgeWC6K-ADfPMdx4AaABAg,So how much of a Bugatti can I buy with $1000?,So how much of a Bugatti can I buy with 1000,5,0.2,0.2,Positive
1901,UgxacwG9uRXBL3W43O54AaABAg,Looks like a Lamborghini,Looks like a Lamborghini,4,0.0,0.0,Neutral
1902,UgxJlpZEPBD76h4tPR14AaABAg,"That gaping maw front end is screaming for new body lines. You can only improve on the Veyron platform, so much... Where's the innovation, Bugatti?",That gaping maw front end is screaming for new body lines You can only improve on the Veyron platform so much Wheres the innovation Bugatti,2,0.5515151515151515,0.11212121212121212,Positive
1903,UgwTQu3DdgZALHAG7494AaABAg,"Unpopular Opinion : Man, that's an ugly front end",Unpopular Opinion  Man thats an ugly front end,1,1.0,-0.7,Negative
1904,Ugwl5Qvmg7GEZrMseRh4AaABAg,I'm sorry but I can't get over that front,Im sorry but I cant get over that front,1,1.0,-0.5,Negative
1905,UgwfenhbGjMUG_Z3oJp4AaABAg,"ooo, i like the blue cheese grater",ooo i like the blue cheese grater,4,0.1,0.0,Neutral
1906,Ugyoot5A8afjIIj0O_Z4AaABAg,Look like toyota 🤣,Look like toyota 🤣,5,0.0,0.0,Neutral
1907,UgxR7l-gm1nokLT5w0t4AaABAg,How to order one?,How to order one,5,0.0,0.0,Neutral
1908,UgxR7l-gm1nokLT5w0t4AaABAg.9cMMqK9bebn9cNOIpPJa8s,"Thanks for your feedback, send a message to get your prize. 📩",Thanks for your feedback send a message to get your prize 📩,5,0.2,0.2,Positive
1909,Ugyh0PkDWjmPsp-snfB4AaABAg,some r34 gtr >,some r34 gtr ,3,0.0,0.0,Neutral
1910,UgzqlCwdKVLlVWdpKwN4AaABAg,Am i the only one who thinks this is absolutely hideous ?,Am i the only one who thinks this is absolutely hideous ,1,0.95,0.1,Positive
1911,UgxdUnrF0u6Bw0x_-qB4AaABAg,Few rich people will get...,Few rich people will get,3,0.425,0.0875,Positive
1912,UgzZGkasVN3uMhM5kON4AaABAg,"The buggatti centodieci aka the first crap car from buggatti. This looks like a kids design, you serious buggatti? Is this the best design you got?",The buggatti centodieci aka the first crap car from buggatti This looks like a kids design you serious buggatti Is this the best design you got,5,0.5249999999999999,0.029166666666666674,Positive
1913,UgyWIwudklR4fSvjM594AaABAg,Worst looking bug they made,Worst looking bug they made,1,1.0,-1.0,Negative
1914,Ugy3YQYqDEmjE39vO754AaABAg,Mean !!!!!!!! 😘,Mean  😘,3,0.6875,-0.3125,Negative
1915,Ugzvb3Dkf8_gx21pGfR4AaABAg,Looks like and Electirc vehceil,Looks like and Electirc vehceil,5,0.0,0.0,Neutral
1916,Ugzw47s7ZKszYJ9Bw3F4AaABAg,"Id like to keep my note around $250/month. So thatd b what,$4million down payment & $250 the rest of my life monthly?",Id like to keep my note around 250month So thatd b what4million down payment  250 the rest of my life monthly,1,0.2888888888888889,-0.15555555555555559,Negative
1917,Ugzw47s7ZKszYJ9Bw3F4AaABAg.9cMvdFTQk9E9cNNU9t-o3G,"Thanks for your feedback, send a message to get your prize 📩",Thanks for your feedback send a message to get your prize 📩,5,0.2,0.2,Positive
1918,UgzV_L6gWa2LugIJqVt4AaABAg,"Compering with EB 110 , all others are sin of design , ugly creatures !!!",Compering with EB 110  all others are sin of design  ugly creatures ,1,1.0,-0.7,Negative
1919,UgyBVyruomJwt6lKEs14AaABAg,But hello 8 million😅🤣,But hello 8 million😅🤣,3,0.0,0.0,Neutral
1920,UgxTZmhogOkxqsaZMnh4AaABAg,Happy Ending ..,Happy Ending ,5,1.0,0.8,Positive
1921,UgyFK6n3Vdx5eqhrZqh4AaABAg,Isnt this the one the cristiano ronaldo booked?,Isnt this the one the cristiano ronaldo booked,1,0.0,0.0,Neutral
1922,UgwjH8t-FGCRzkByqrB4AaABAg,"I'm .... ahhhh
 not buying this car.","Im  ahhhh
 not buying this car",1,0.0,0.0,Neutral
1923,UgySHGkakO9aF9iszNR4AaABAg,WoW,WoW,5,1.0,0.1,Positive
1924,Ugw0zz1_6n35Kh3d4OF4AaABAg,EB110 >,EB110 ,3,0.0,0.0,Neutral
1925,Ugwkl6Dnvsx6bt2HusB4AaABAg,"MEANWHILE THERE ARE PEOPLE STARVING🤮 CARS WILL HAVE NO FUTURE ANYWAY 
THANKS TO HUMANS","MEANWHILE THERE ARE PEOPLE STARVING🤮 CARS WILL HAVE NO FUTURE ANYWAY 
THANKS TO HUMANS",2,0.1625,0.1,Positive
1926,UgyqG0tgYh1pBWD5zop4AaABAg,Over beyond right,Over beyond right,1,0.5357142857142857,0.2857142857142857,Positive
1927,Ugy366y5-f9ffx96Dn14AaABAg,wait but ronaldo already has this car,wait but ronaldo already has this car,3,0.0,0.0,Neutral
1928,UgyHVCQh5hSJvdntf914AaABAg,Pretty tacky. 🤮,Pretty tacky 🤮,4,1.0,0.25,Positive
1929,UgyUZnxsjY5ApT5UUIR4AaABAg,My HeLL cAt is FaStEr,My HeLL cAt is FaStEr,5,0.0,0.0,Neutral
1930,UgzdoABf4ptBFXGd19x4AaABAg,Which rapper bought this car? Is it lil baby?,Which rapper bought this car Is it lil baby,5,0.0,0.0,Neutral
1931,Ugwq8dDWdNQVLfUlLRJ4AaABAg,Manny?..not Shmee?,Mannynot Shmee,3,0.0,0.0,Neutral
1932,Ugw00jm5KEAp2Kx231N4AaABAg,its just a car,its just a car,3,0.0,0.0,Neutral
1933,Ugz7LBHoc1IDO8EPVKZ4AaABAg,Why all bugatti cars interior are same?,Why all bugatti cars interior are same,1,0.125,0.0,Neutral
1934,UgyMRTd90bcgDeUW2Ix4AaABAg,You think these guys sell cars,You think these guys sell cars,1,0.0,0.0,Neutral
1935,Ugz1qkgL1htbS83sAVN4AaABAg,Hmmkay there is a bit of Lamborghini here,Hmmkay there is a bit of Lamborghini here,3,0.0,0.0,Neutral
1936,UgzKlOkE4rvVcfK5kdN4AaABAg,Sorry but this like the new countach is just a desperate attempt to create a special edition based on existing chassis. A few similar bits and send it out the door. Nah it doesn't look great but I'm sure somebody will buy it,Sorry but this like the new countach is just a desperate attempt to create a special edition based on existing chassis A few similar bits and send it out the door Nah it doesnt look great but Im sure somebody will buy it,2,0.6456078643578644,0.06168831168831171,Positive
1937,Ugw05M1A22mLYXEh7l14AaABAg,How fast. Looks More better than the chiron,How fast Looks More better than the chiron,5,0.5333333333333333,0.39999999999999997,Positive
1938,Ugz1LB8F3S9SlLIu3cl4AaABAg,Werq gurls💙,Werq gurls💙,5,0.0,0.0,Neutral
1939,UgzMh4OfTmLd-UgAmXx4AaABAg,Mostly cheap  plastic . Just marketing tactics to rip off billionaire,Mostly cheap  plastic  Just marketing tactics to rip off billionaire,2,0.7,0.4,Positive
1940,UgwWgoFqKMUxTa1lR8N4AaABAg,What does Centodieci mean.??,What does Centodieci mean,5,0.6875,-0.3125,Negative
1941,UgzYOpPQ7tBn1B808xh4AaABAg,? I guess I’ll be the one to say it…. It’s ugly, I guess I’ll be the one to say it… It’s ugly,1,1.0,-0.7,Negative
1942,Ugw7kj2R0FIkuabzWeF4AaABAg,The one guy in the white shirt ruined the video..,The one guy in the white shirt ruined the video,1,0.0,0.0,Neutral
1943,UgzMWzCANBlo7BaYv994AaABAg,Pity the photography wasn’t as good as the car.,Pity the photography wasn’t as good as the car,2,0.4,0.3,Positive
1944,UgyMZ3CtnFeDfgzVcWx4AaABAg,Wait.... yall think this looks good? Ew.,Wait yall think this looks good Ew,4,0.6000000000000001,0.7,Positive
1945,UgxILacXh1WToO4HkX94AaABAg,similar to something,similar to something,3,0.4,0.0,Neutral
1946,UgxjegZ1j2zqRpnDSlZ4AaABAg,Another chiron with bodykit? Ugliest bodykit so far :/,Another chiron with bodykit Ugliest bodykit so far ,1,1.0,0.1,Positive
1947,Ugxptq2-SMc2dcBaYbp4AaABAg,Koenigsegg better,Koenigsegg better,3,0.5,0.5,Positive
1948,Ugw0m1yGZ0M07AA9NkZ4AaABAg,hideous…,hideous…,1,0.0,0.0,Neutral
1949,Ugy0_i2TAbEjba346gN4AaABAg,Looks ugly af but its still bugatti,Looks ugly af but its still bugatti,3,1.0,-0.7,Negative
1950,Ugy7ZEWax6YLz35msaB4AaABAg,Why can’t yo one day just give a car away to an average joe .🥲,Why can’t yo one day just give a car away to an average joe 🥲,1,0.39999999999999997,-0.15,Negative
1951,Ugy9uiD3WYULtS9HtoV4AaABAg,Wow wow Kasse,Wow wow Kasse,5,1.0,0.1,Positive
1952,UgwbX4vlq4go7Td_sil4AaABAg,Nissan Z is better looking,Nissan Z is better looking,3,0.5,0.5,Positive
1953,Ugz2_-aIA0XIFfmkQtt4AaABAg,"e ma per chè non centdez, 
alor je croi ill'e mellieur","e ma per chè non centdez 
alor je croi ille mellieur",3,0.0,0.0,Neutral
1954,Ugz32nU7Z8jwGTpm-x54AaABAg,How many likes for a free centodieci?,How many likes for a free centodieci,1,0.65,0.45,Positive
1955,Ugz32nU7Z8jwGTpm-x54AaABAg.9cMw0YrpBHo9cNNS_GKT9i,"Thanks for your feedback, send a message to get your prize 📩",Thanks for your feedback send a message to get your prize 📩,5,0.2,0.2,Positive
1956,Ugy59horK4YM8ptcZqp4AaABAg,Andrew Tate would like to have a word with you.,Andrew Tate would like to have a word with you,4,0.0,0.0,Neutral
1957,UgymiosTU8s6cYjQ7Jp4AaABAg,That is so ugly it hurts.,That is so ugly it hurts,1,1.0,-0.7,Negative
1958,UgzbFinpuAWoHNrAQdl4AaABAg,Shit just gets uglier and uglier,Shit just gets uglier and uglier,1,0.8,-0.2,Negative
1959,Ugwhyh3uJlpuHtguyRl4AaABAg,It’s ugly lol,It’s ugly lol,1,0.85,0.050000000000000044,Positive
1960,UgzTcBJD0Ekra7AZ2bZ4AaABAg,daewoo mantiz,daewoo mantiz,5,0.0,0.0,Neutral
1961,UgxPE1ps88yrdSJ9Hdl4AaABAg,ugliest car in existence,ugliest car in existence,1,0.0,0.0,Neutral
1962,UgyjMYU9bWbh7SIEJy94AaABAg,f that buggatti,f that buggatti,1,0.0,0.0,Neutral
1963,Ugzf_hKGVYU9lRSxIZl4AaABAg,ooga boooga booga booga I be itchy.,ooga boooga booga booga I be itchy,1,0.0,0.0,Neutral
1964,Ugwh8KWgQTKpruOHc2x4AaABAg,"Looks Ugly IMO. 




Don't get offended. I love the other bugatties","Looks Ugly IMO 




Dont get offended I love the other bugatties",1,0.6583333333333333,-0.10833333333333332,Negative
1965,UgxTyn1pH47FIUebNqx4AaABAg,Look ugly not gonna lie . Chiron look better,Look ugly not gonna lie  Chiron look better,1,0.75,-0.09999999999999998,Negative
1966,Ugyci5oPUHxICYXrshl4AaABAg,oui oui baguette,oui oui baguette,3,0.0,0.0,Neutral
1967,UgwjL_VZGXM_5ffFJMN4AaABAg,Who cares lol,Who cares lol,5,0.7,0.8,Positive
1968,UgxkorSAbUidJj4GQGl4AaABAg,@houston crosta?, crosta,1,0.0,0.0,Neutral
1969,UgxdWzGpu2B112NzkXp4AaABAg,Junk,Junk,1,0.0,0.0,Neutral
1970,UgzrC0ZUEbLozbTLr054AaABAg,Junk,Junk,1,0.0,0.0,Neutral
1971,UgzY5LKxn2ZoSOyIq7h4AaABAg,😧,😧,5,0.0,0.0,Neutral
1972,UgxZgh2ziqc_XPKaA2d4AaABAg,@tatespeech 😏, 😏,5,0.0,0.0,Neutral
1973,UgzjqBMV3zFbJvcN84p4AaABAg,Max was here,Max was here,5,0.0,0.0,Neutral
1974,UgyHDNRsakl_a7CftYR4AaABAg,if it ain't ev it ain't shit,if it aint ev it aint shit,1,0.8,-0.2,Negative
1975,UgxvSgGoMwI-_Z00UdR4AaABAg,Hideous.,Hideous,1,0.0,0.0,Neutral
1976,UgxvSgGoMwI-_Z00UdR4AaABAg.9cWMf-SVk1z9cWUHMR9yZn,"Salty Toyota driver mad that Toyota will never make a car that isn't boring, slower than 130 km/h, spartan (as in opposite of luxurious), nor ugly. 

Bugatti makes masterpieces any car enthusiast would want to buy if they could afford it. Toyota makes nothing but garbage dump that genuine car enthusiasts laugh at and mock all the time.","Salty Toyota driver mad that Toyota will never make a car that isnt boring slower than 130 kmh spartan as in opposite of luxurious nor ugly 

Bugatti makes masterpieces any car enthusiast would want to buy if they could afford it Toyota makes nothing but garbage dump that genuine car enthusiasts laugh at and mock all the time",1,0.6,-0.27083333333333337,Negative
1977,UgxlMM6oPKktcDByXpp4AaABAg,gay,gay,3,0.5833333333333334,0.4166666666666667,Positive
1978,UgzSr4PaQIjZxWOentl4AaABAg,@manny,,4,0.0,0.0,Neutral
1979,UgxJS-QatqyCte3S1Y54AaABAg,Andrew Tate wya,Andrew Tate wya,4,0.0,0.0,Neutral
1980,Ugz3ckYroUfbGF3i8WN4AaABAg,uiiiiiiiiii,uiiiiiiiiii,3,0.0,0.0,Neutral
1981,UgzGfMCYHiWPswFfZDZ4AaABAg,Who asked,Who asked,3,0.0,0.0,Neutral
1982,Ugx10U7FHVwRj4wskEx4AaABAg,Wow! A beautiful homage to a legacy.,Wow A beautiful homage to a legacy,5,1.0,0.475,Positive
1983,Ugy5pAtY1Opd7ebp3ap4AaABAg,There's just something about perfect engineering that makes me go: _ahhh_,Theres just something about perfect engineering that makes me go ahhh,4,1.0,1.0,Positive
1984,Ugx1XMkJmYj2ZUHFwxV4AaABAg,One of my favorite manufacturers 🔥🔥🔥🥺,One of my favorite manufacturers 🔥🔥🔥🥺,5,1.0,0.5,Positive
1985,Ugxm6wIUaGmR19oZcMN4AaABAg,"idk why but for me chiron is still the best, it just looks perfect, btw this is masterpiece too",idk why but for me chiron is still the best it just looks perfect btw this is masterpiece too,5,0.65,1.0,Positive
1986,Ugy1bApdM1I24GXb74V4AaABAg,1:07 Great things happen when you hire people based on skill and not diversity. Bravo.,107 Great things happen when you hire people based on skill and not diversity Bravo,5,0.75,0.8,Positive
1987,UgxpTP4EeJ21aYRn65B4AaABAg,"Amazing car. I don't get why they change the name when it clearly just looks like the next-model Veyron. If you're going to give it a different name, why not change the body a bit more?",Amazing car I dont get why they change the name when it clearly just looks like the nextmodel Veyron If youre going to give it a different name why not change the body a bit more,5,0.5958333333333333,0.30000000000000004,Positive
1988,UgzNPoXrwhFFAghKj9J4AaABAg,I like this one. A very stunning tribute to the EB110.,I like this one A very stunning tribute to the EB110,5,1.0,0.65,Positive
1989,UgxL55bNQQ6QU_cUrz14AaABAg,cant wait to see the first videos of tuners making it look slow in a street race,cant wait to see the first videos of tuners making it look slow in a street race,2,0.36666666666666664,-0.025000000000000022,Negative
1990,UgyDSG4-NCa7QfVZw6x4AaABAg,"La plus belle bugatti du siècle ! Hommage respecté, une gueule à tomber, ça change des Veyron et Chiron très ""allemandisées""",La plus belle bugatti du siècle  Hommage respecté une gueule à tomber ça change des Veyron et Chiron très allemandisées,5,0.0,0.0,Neutral
1991,UgysIztRRq7mxBCVPQB4AaABAg,Beautiful masterpiece!,Beautiful masterpiece,5,1.0,0.85,Positive
1992,UgwKKaAN7oxH7YfxzyV4AaABAg,Damn this Bugatti is great !! 😁😁😎😎,Damn this Bugatti is great  😁😁😎😎,5,0.75,0.8,Positive
1993,UgyYYqG820KUl4B9X294AaABAg,Not a fan if VW but this design i must admit i really like.,Not a fan if VW but this design i must admit i really like,4,0.2,0.2,Positive
1994,Ugx8mkZZG75UbUjJ_TZ4AaABAg,"Still prefer the EB110, but this is absolutely magnificent regardless",Still prefer the EB110 but this is absolutely magnificent regardless,4,1.0,1.0,Positive
1995,Ugw7Af-XOI8scGUzT2t4AaABAg,Id immediately powdercoat the wheels gold or bronze but otherwise this is about as perfect looking as a supercar has ever been to me,Id immediately powdercoat the wheels gold or bronze but otherwise this is about as perfect looking as a supercar has ever been to me,4,1.0,1.0,Positive
1996,UgySlFqIqpyQG1Jomoh4AaABAg,The most beautiful Bugatti vehicle I have ever seen .,The most beautiful Bugatti vehicle I have ever seen ,5,0.75,0.675,Positive
1997,UgwuJijPHrJYoNmtV454AaABAg,great interior stitching 😎,great interior stitching 😎,5,0.75,0.8,Positive
1998,Ugy7Q-GlgNR5SLfZmdZ4AaABAg,Both are masterpiece,Both are masterpiece,5,0.0,0.0,Neutral
1999,UgwV6V9s7MnWu4ferL94AaABAg,Cars like these should just end up coming from the factory with the most durable PPF Film to protect it from rock chips etc. 🥲,Cars like these should just end up coming from the factory with the most durable PPF Film to protect it from rock chips etc 🥲,5,0.5,0.5,Positive
2000,Ugw6_6otxfNyE_fdGQh4AaABAg,thank you for showing the world such beautiful art,thank you for showing the world such beautiful art,5,0.75,0.425,Positive
2001,UgxWPc1VIX4_uFp93xt4AaABAg,"Amazing. I don't like Blue very much. A wicked ""all black"" would stir my soul. Still- superb, grand, exclusive. Bravo, Bugatti.",Amazing I dont like Blue very much A wicked all black would stir my soul Still superb grand exclusive Bravo Bugatti,5,0.6155555555555555,0.3655555555555556,Positive
2002,UgyUqZulz8PUHVt2qKV4AaABAg,They should include the customer receiving his 5 others because ain't that just how they roll lol,They should include the customer receiving his 5 others because aint that just how they roll lol,1,0.7,0.8,Positive
2003,UgyFFlDN4m9lJ2UmqqJ4AaABAg,What an excellent vehicle,What an excellent vehicle,5,1.0,1.0,Positive
2004,UgyGMkdZqcZTP0bCucZ4AaABAg,I will be owning a minimum of twelve numbers of BUGATTI without fail 😊,I will be owning a minimum of twelve numbers of BUGATTI without fail 😊,5,0.29999999999999993,-0.5,Negative
2005,UgwHLFOa3SAAPV0FdtJ4AaABAg,"Actually not a fan of this model 
The front doesn’t do it for me 
Although I Love the engineering that goes into a bug","Actually not a fan of this model 
The front doesn’t do it for me 
Although I Love the engineering that goes into a bug",2,0.35,0.25,Positive
2006,UgxuQ3eGmMXtIm63SVJ4AaABAg,"Thank you, Bugatti!",Thank you Bugatti,5,0.0,0.0,Neutral
2007,UgxdTSO7BL-xrjiYaE54AaABAg,"except for the rear grille and the interior, the EB110 from the 90's is more beautiful.",except for the rear grille and the interior the EB110 from the 90s is more beautiful,3,0.75,0.675,Positive
2008,UgzQHOL6PL7APj4PtU94AaABAg,sheesh i just love the blue classic and new together,sheesh i just love the blue classic and new together,5,0.33030303030303027,0.20075757575757575,Positive
2009,Ugw-7oCKi1_9Z2UtMzp4AaABAg,Beautiful 😍,Beautiful 😍,5,1.0,0.85,Positive
2010,UgyjFRhvUphPoq5jyyp4AaABAg,"Good to see polished silver alloys again, vs. the trendy dark colored ones.",Good to see polished silver alloys again vs the trendy dark colored ones,4,0.6333333333333333,0.3833333333333333,Positive
2011,UgzU7N2iiWgg3b8TA954AaABAg,Looks so much like the eb110,Looks so much like the eb110,5,0.2,0.2,Positive
2012,Ugzau9rMB4pAPmfNwVJ4AaABAg,Pretty cool Audi shares a similar style steering wheel to bugatti,Pretty cool Audi shares a similar style steering wheel to bugatti,4,0.6833333333333332,0.19999999999999998,Positive
2013,UgwpiYEnG0eONLsy3f94AaABAg,I’ll take two for now lol 😂,I’ll take two for now lol 😂,3,0.7,0.8,Positive
2014,UgwHrxMCcF6iRYPyKLF4AaABAg,this honestly looks like a car from gta,this honestly looks like a car from gta,1,0.9,0.6,Positive
2015,UgyrSkLXGy1p32XzsgZ4AaABAg,A moving sculpture. It is beautiful Bugatti.,A moving sculpture It is beautiful Bugatti,5,1.0,0.85,Positive
2016,UgyeS_aINLfFrVcCvv14AaABAg,"Someone literally said slower off the line than a tesla...ok bro we'll see if you can get a 1000 or even 2000 percent return when you sell your car in 50 years.







The percentage is based off of a ferrari 250 gto which has a sticker price of about 150 grand in today's money and one was sold for 62.5 mil last i heard.","Someone literally said slower off the line than a teslaok bro well see if you can get a 1000 or even 2000 percent return when you sell your car in 50 years







The percentage is based off of a ferrari 250 gto which has a sticker price of about 150 grand in todays money and one was sold for 625 mil last i heard",1,0.5333333333333333,0.25,Positive
